text,file,cluster
"Pregunta
 Hola , buenas tardes . Mi nombre es Diana Moreno . , resulta que yo he hecho dos pedidos . hoy día me tenía que llegar uno que dice El cinco de abril yo vivo en Antofagasta . Y resulta que me meto A a la con mis datos y dice que no tengo ninguna compra . Trece cero catorce . Doscientos dieciocho . cuatro . Ya escucho . bajito , joven . un poquito mejor . Y yo también hice otro que llegue el tren . Pero lo yo vaya , porque me la atención que dentro de mi cuenta no me aparece ninguna compra . ahí . Me . Hoy a llegar o . , que no para el día treinta . Ya , ya lo mantengo informado . Exactamente . Okay , , muy amable . Que tenga lindo día . Gracias a Dios .  
",34796-14-50-12.csv,envios
"Pregunta
 Mire , yo hice un pedido y y todos los pasos la tercera o cuarta vez que compro ya , ya . Esta vez me puso ponga la tarjeta de pago y la tarjeta , que es la misma con la que pagado en otra ocasión . ? bien . Le digo que que he comprado tres veces ya , y ahora es el cuarto pedido y puse la tarjeta de crédito ya . Y normalmente me indica el número de cuotas y me pide una clave dinámica . Esta vez hasta y no el proceso del pedido . Sí , pero pero normalmente , porque yo lo he hecho con tres cuotas . , Bueno , pero el tema es el siguiente siempre me vive . La clave dinámica que me lo . Sí , y esta vez no me la . me ha dicho Su pedido ha sido registrado nada , pero no me la pidió el sistema . Ahora eso es lo que le estoy diciendo . Y se me desapareció el pedido . Yo lo veo ahora y no aparece Seis , dos , ocho , siete ya . Tres , siete , cuatro , Sí , cuatro . , porque usted me acaba de decir porque este , como le digo , es el cuarto y todos los pedidos . Yo lo hecho en cuatro . Sí que usted me dice noviembre , año pasado y yo la anterior tres . Y ya que me preocupa porque porque ustedes cambiaron unilateralmente el uno no puede hacerlo con cuotas ya , eh ? no , Si decido continuar le con la compra y que si uno compra con la tarjeta de también es Bastante . Deja bastante que desear esta decisión , no ? eh , a me parece que es una cosa que uno debería denunciar porque eso es de las circunstancias . Y uno va a dejar ser cliente de ustedes . Porque usted puede manifestarlo , decirle que una clienta que es clienta de le parece es un abuso de poder ?  
",34786-12-20-56.csv,compra
"Pregunta
 Hola . Buenas tardes con del Río . Para que hice un pedido . El corta . Le doy el número ? Recorta uno , siete , dos , nueve , cero , cinco , dos , ocho . Jota de Jaime Eme de mamá , de casa . , hola Y once Me lo trajeron hoy día en la mañana y todas las noches . Y su nombre , ? okay , muchas gracias .  
",34711-12-18-09.csv,envios
"Pregunta
 muy buenas tardes . un punto . Se le se comunica . ? Con quién tengo el gusto ? Hola con . Muy buenas tardes , señorita Fernanda . En le puedo ayudar ? lo que pasa que yo hice un pedido por Internet . Bien . Y no tenían mi ciudad , pero me salía la opción en internet . Entonces yo asumí que se en la ciudad y ahora anularlo . Porque no hay , no va a llegar nunca el pedido . Comprendo . Pero y si el sistema le le agregar su dirección ? Es despacho o no ? Me la Y que la opción Los , pero dentro de la que No está en Los . Y me podría indicar , por favor , su número de pedido . Es medio complicado . Se lo se , lo solamente los números que se encuentra entre la , por favor . no , cero , seis cero . Seis , cuatro , siete noventa cuatro . Siete noventa . Perfecto . ? Momento . Línea , por favor . Mira el sistema . Bueno , gracias . , señorita . En este momento estoy con anulación . Me permite un momento , por favor ? . . Gracias . Sí , muchas gracias por su tiempo espera y disculpe la demora , señorita Fernanda , le comento que ya su pedido ha sido anulado y en cualquier momento le va a llegar la confirmación a su correo . Algo más que ayudar ? Y qué significa eso ? Que el , la tarjeta , pero , no aceptarla realmente . El cupo de del monto total de su compra este va va a ser siempre liberado dentro de los siete días de corrido . Bien , si embargo por la numeración se va a liberar mucho antes . Puede ser dentro de tres , dos días y Y eso significa que , quedaría como si nunca se hiciera . Perdón , Eso , que quería como que el cupo nunca se realizó . Eso correcto . Usted se le va a reflejar como positivo . . Dos mil ochocientos setenta y dos . Ah , ya , ya . Entonces no llega el correo . Correcto . Así es . Algo más que ayudar , ? ? intensivos . . que no monto ? Algo bien puede contactar . Es este mismo de teléfono . Nosotros ya se estaría gestionando el número de la anulación para que lo tenga como respaldo , eh ? , perfecto . El número es el tres , cuatro , nueve , dos ya setenta . Ya , ya . Con más que ayudar . No , no , solamente gracias . Gracias por llamar . punto que tenga muy buena tarde . Recuerda que con María . Hasta luego .  
",34783-13-09-44.csv,ayuda
"Pregunta
 Buenas tardes . . uno punto Mi nombre es Natalia . ? hablar , . Buenas tardes . con Andrea ? Por ? . Andrea , Dígame en puedo ayudarle ? Ir ? Te cuento . Lo que pasa que yo hice recién un allí . . , lo trajeron hoy día de la aplicación . , pero venía entonces una es que es como que no venía un un producto y lo otro es que me equivoqué me equivoqué . Por ejemplo , es un es un filtro de agua . Y yo quería ciertos típico que se ponen los carritos del agua y el número pedido . Por favor , el número . , aquí lo tengo . , . Un número de pedido es todos los nombres , Los números , por favor . Dije diecisiete , cuarenta y dos . Noventa y dos . Cincuenta y tres . Jota Eme ce Hache , cero uno . Muchas gracias . Me indica entonces que hay dos . Uno , uno . . Sí , sí . El que pastelitos dice pastel de milhojas de alguna piedra . Eso no . No venía por ninguna parte . Pastel de milhojas . Cierto . Es el único que no por favor , en la boleta parece cobro de producto . . Y yo Mira , que yo un mail al correo que me mandaron de que ya me había llegado el producto . Y ahí le mando la boleta en que aparece el producto cobrado . Ya aparece en la lista del pedido la lista de la orden de compra y aparece en la boleta . Lo está viendo en la boleta , cierto ? Sí , sí , sí . De hecho , por eso te digo yo conteste el mail y las dos cositas . En realidad me , porque primero mande un medio pensando que que se habían equivocado . Me había mandado el filtro del agua mal era lo que yo me . Pero está marcado el el doce mil . Muy bien , permítame , por favor . Un momento . Vamos , que estar un requerimiento . Bueno , yo le voy a explicar lo que vamos a hacer con este producto . Ya , Bueno , vamos a regresar al medio de pago . El cobro que se hizo por ese producto . Bueno , lamentablemente , no podemos ir al domicilio para llevarlo que . Sí , Lamentablemente , debido a esta contingencia y a nivel sanitario , no podemos ir a dejar ese producto . Ya . Y con respecto a los filtros , me indica usted que se equivocó al momento de elegir claro , claro , porque me mandaron un un filtro que es para que se ponen la llave y yo quería los tres filtros que se ponen en El jarro , que son la misma marca . Entonces yo me equivoqué . No , no , no vi muy bien , me el precio . Dije a son los que vienen los tres . Muy bien , no , no se fijó en el producto . Solamente con el precio , la cajita que , que venía por el precio . que vienen los tres . Yo me equivoqué y , claro , con algo que no no me sirve para nada . Entonces yo quiero pensar . Pensé que se podía . A lo mejor una persona que viniera otra vez me esos , esos lo mismo . Le cobren la diferencia . Me envío y todo lo demás . Eso no importa . Pero que yo no me con este producto que no me sirve y apenas me he traído . El que sirve , hacer eso lamentablemente , no para este tipo de caso . Vaya , una vez que levanten la letra sanitaria y pueda ir local y cambiarlo , no podemos . O sea que puedo ir a cualquier con mi boleta y cambiar el producto . Exacto . permiso cambiar o ? mal que . , No hay otra opción de la llamada . . La voy a dejar Un momento . Ya Me podría corroborar , por favor , los datos de la tarjeta . Necesito los cuatro últimos dígitos . . los dos siete . No . , cuatro , siete , seis , cuatro , cuatro , seis , seis . Muchas gracias . Y tampoco sirve de que en vez de hacer eso , de que cuando yo vaya a un lo . Lamentablemente no , porque el local no se va a . tiene que dar el mismo día que se cuenta de que los productos no . No llegaron . El momento del de la entrega . Usted tiene ? Exacto . Ya . Okay , O sea que vamos a hacer todo esto por una cosa tan chica . lo que más me que vaya mercado y Cuánto tiempo tengo para hacer ? físicamente entre el producto en buenas condiciones . Usted tiene que llevar los sellado con la boleta y presentarlo en el de servicio cliente . Ellos van a revisar el producto . Y si cumple con las cosas lo van a cambiar o a devolver ? Bueno , ya , pero no tengo puesto estimulado un mes . Una cosa puede ser . Yo le sugiero que sea . quiero que ? No te escuché dentro de los primeros diez días de haber recibido el pedido . Muy difícil . Ya . . Okay . Alguna otra cosa ? El de requerimiento que respalda la gestión es cuarenta . Treinta y uno . Sesenta y tres ya . , muchas gracias . Muchas gracias . A usted . Que tenga buena tarde . Recuerde que con Natalia Barra . Muchas gracias por llamar . ya . Gracias .  
",34714-19-23-21.csv,ayuda
"Pregunta
 Mi nombre es . Con tengo el gusto de hablar ? , Natalia . Usted habla con Claudia Venegas . Estaba esperando poder comunicarme . Feliz Pascua Entre paréntesis . Me puede ayudar ? El pedido no ha llegado todavía . Me lo por segunda o tercera vez para ayer y no . Hice un reclamo ayer , pero nunca . No sé pasa . Mira mi pedido con el rumbo de de la reina , por lo que entiendo . Porque siempre me no , que la reina tiene problema . Parece . Y los supervisores que tratado comunicarme que han dicho que van a llamar por tema así Comunión . Y Daniel , Claro , no una . Mire , mi número es el de uve . corta . sesenta y dos . Setenta y cinco . Treinta y seis . Tres Jota Eme Ce Hache , raya cero uno . Me lo han reprogramado varias veces . He dejado mi celular para que la llamada . Uno supervisores que me han hecho . Usted que me han dado incluso el nombre . Uno de ellos . No de estos dos últimos . Ni Francisco ni en el . Pero señor el miércoles en la noche supervisor y nos dijo que iba a llegar el pedido y que iba a llegar después de las diez . dijimos que horario yo vivo en las condes . Qué horario toque queda Entonces ? Me dijo que . Esperamos hasta las tantas . No pasó nada . A mi marido le cargaron dos veces el pedido en el en la tarjeta de crédito logramos solucionar . el banco quedó una y la cuestión no llega . tratado comunicarme . Yo creo que me conozco todos ustedes . que usted alguna vez no me he sentido porque yo no hallo ya hacer La verdad , no Yo que por me lleguen las cosas . la . Disculpe la demora . No , gracias , . Y lo que me costó comunicarse con usted es tremendo . entonces la verdad que la gratis , , información , porque uno podría decir sabe que o no . El resto sirve porque llaman no , porque en vez de ser local no lo lo redistribuyen a de mi marido del trabajo . Han dicho que otros locales que tienen origen su distribución no tenido problema . Es la reina , porque entiendo que , verdad ? Pues una información que no es la que que me han dado fiable . Es pues ya no . , . No escribo mucho ayer , usted que me atendió en la tarde tarde me dijo Sabes me dijo ? Que re re programar dije yo eso quiere decir que yo los alivio del retraso , no ? Pues no me corresponde reprogramar . Me re corresponde exigir que el servicio llegue en tiempo y forma . Y esa información que usted me dando número no me nadie porque por lo menos podrían llamar . Ya se sabe que tu producto no los tenemos . Cierto . Y hacer el reverso de la tarjeta que que tuvieron la dos veces podría hacerse distinto , verdad ? Pero no dos semanas . desde el tres de abril Y antes también porque un problema sistema cargo uno solo . Entonces , al final dejaron sin efecto la compra cargo un peso . que no lo llamamos llamamos para resolver y no , no . Entonces estoy desde antes con este problema . Natalia , que ya no es problema mío . Yo necesito que llegue mi te . Mire , yo independiente que llegue , voy a tener que salir . Sí . Bueno , que mi marido del área de la salud . No estamos cuidando porque probablemente que salir . Y resulta que no hay ninguna contribución en el sistema porque quiere decir que yo que me para poder uno de los dos estar bien , porque a lo mejor el otro le toca , tener enfermar . Igual voy a tener que salir a comprar . Pues yo no me puedo exponer a que me digan me dijeron el miércoles . que su pedido llega ? Tenemos , No se preocupe . Y expuesta con el conserje abajo desde las diez de la noche hasta la una porque casi no . es que todos los supervisores llamado y que me llamó me expuso desde las diez de la noche la una abajo . Me difícil de que iba a llegar la cuestión . Entonces ya no Mire , a esta altura no tengo nada en la casa tengo dos y yo en un rato más . Y yo pensé que , pero en la mañana por problema de retraso de ayer ya no , no yo no me . Y la verdad que no , No , . Supervisores que quedaron de Es llamado usted haciendo el nexo . No han hecho . don Francisco Muñoz , Daniel Caro , no es una situación de que sabe qué ? Mire , vaya la . Nosotros elegimos esta opción y otros colegas de mi marido lo que están haciendo es pedir el te digo que le llegue se retardan usted entre dos semanas y se media . Ahora vamos , para tercera y piden inmediatamente un segundo , te digo , entonces no se saca nada con la política del gobierno pedir solamente lo que a uno le falta . Porque en el fondo te veniste asegurar y eso no están haciendo hacer a menos que no de otra línea . Que igual en Unimarc parte , , verdad otra un hotel . Entonces , al final no sé si te di mal y tendría hecho por otro medio un o o por otra vía el que me los productos . Porque usted me podría aclarar eso también . Si se han dado cuenta de eso , que eso va a llegar tarde mal servicio , Desabastecimiento y otros . Aquí la música , por favor . . Ahora llega minuto . A uno le da rabia esperar . Yo que no es culpa suya , pero la espera . Lo mío ya no me , porque yo ahora que pues ya no , voy a tener que salir a comprar . La idea era que mi marido no tuviera ninguna exposición , porque cuando llegara estuviera bien yo estuviera bien en casa . De hecho , mi trabajo , así como usted está con teletrabajo , seguramente por la misma razón , pero no funciona no dando servicio . No me van a mandar nunca el pedido . , si no llegara el producto , no me llegan es el motivo del tema porque no pueden regresar porque tengo que hacer de nuevo la compra . Mira , dish , unos , unas . , con esta señora me dicen que ni la caja de vinilo entonces De que Entonces por esa razón no . Y no llamaron y producto No se pueden eliminar . Perfecto . Que me manden el pedido finalmente . Pues opción no la tengo . que se puede hacer o no . así que si lo grabado , yo lo que necesito que me traigan el pedido y lo que usted se me informa después de no sé porque tengo registrada como veintinueve en mi teléfono . No recién usted me aclarar que faltan porque no se han comunicado conmigo . Entonces eso producto faltan que son . hizo for chocolate trencito un tipo de unos tipos de galleta y los guantes . Le pido que mi pedido porque la razón que en casa yo va más allá de la cuarentena poder después . nosotros nuestro propio servicio en condiciones de salud están disponible en el local y que usted me que eran for los guantes de vinilo , un par de galletas y era para el mes . Pero si no está porque de alguna manera se otra cosa . Pero necesitaba otra que no en quedó al final . que ahora me correspondería hacer pedido casi el mes porque es hace dos semanas . Era lo que me faltaba . pueda llegar hoy día , si no me sirve ya otro día y yo le agradezco que me hubiera dado la información . La verdad que eso quiere decir que toda la gente restante , no sabe dar esa información , ya , Y donde tengo que reclamar esto porque el supervisor , no ? . más se esto ? Porque estaba en una situación de puntos . Ele no , no está colapsado y luego otro mandarle un whatsapp , un un , un . la verdad que le mandamos uno porque le digo algo Es falta de servicio que la persona que el teléfono no tenga la claridad de que si chequeando gente , sabes que no podemos . No tenemos todo . Ya . Entonces puedo tener tía ? , puede tener hasta tía recién con usted . Ahora resulta que me para cuántos días más ? llevo dos semanas . Se le con un peso porque el sistema no fue ni banco por después volver hacer el pedido . El pedido después quedar para un día terminando el día . Viernes llevamos Domingo dos . Mire enferma , no solamente coronavirus , enferma del estrés . Pero además , esto es un punto no de alivio apoyo . Es de mayor tensión . Entonces , la verdad que ojalá que usted pueda a pesar de los no me ha servido de nada hasta que usted me . Tiene que instrucción . Las personas que tienen el teléfono falta algún producto la opción de que uno puede eliminar producto para utilizar su su proceso de flujo de entrega . No me acuerdo si yo solamente lo que me faltaba . Ahora , me faltan cosas , independiente de lo que yo ya pague y que la obligación de entregar y hacer una alguna situación interna para que no me cobren ciento doce Lucas , sino que me cobren lo correspondiente y no como ya lo hicieron la empresa . No usted , pero en este caso , el rumbo de cargarme dos veces . Te digo la tarjeta de crédito . La verdad que me imagino que es internamente . Se verdad . para saber ahora cuando escuchar Daniel Caro , Daniel . Sí , ojalá que esta vez ? la piedad . . materialmente en el . no ? No , no Y Daniel , supervisores ? Supervisor de ustedes nada más lo ve ? El flujo de de de España en el fondo , simplemente , canaliza . bien que tuve cuando ya se le van a más , verdad ? Exacto . Ya . O sea , tampoco tiene mucho poder de ejecución . re re y reportar . Mire , es el nueve nueve . ? Ya . Lo tienen hasta el de uno , porque yo creo que como por diez , nueve , nueve , tres , veinticuatro . Veinticinco , cuarenta y siete . Lo , veinticinco , cuarenta y siete . Y el otro , el de mi marido , que también en el pedido que termina en setenta y diez de la noche , que incluso mi marido le pregunto porque nosotros estamos con toque de queda , que si tenías que pasaba , porque en realidad queda y era después de las diez y él dijo que tenía , salvo cuando los camiones del rumbo , así que no había problema . Eso fue el miércoles pasado . El día que yo me quede , después de las diez , con el conserje y bajando incluso para había llegado . Es el de mi y los otros y los internamente dentro de los requerimientos que usted puede leer . Además , mi marido un mediano . Aló ? Aló ? Aló ?  
",34714-11-58-06.csv,envios
"Pregunta
 quiero me dijo su nombre . No , no , eso . No lo había escuchado ya . Mire , yo quiero , se me pedido , quiero saber , lo con , verdad ? O sea , yo hago el pedido . Después me mi cuenta y . , Gloria . , Sí , sí , sí , claro , claro , claro , ya . O sea , se hace una transferencia . , tarjeta de ya sí , pero para que de los créditos o presencial ? No pasar mi casa . Eso las , la . ya , ya . Ahora tienen un dependiendo de cuando yo pedido me dicen , días , que van a la entrega o o no se sabe la fecha . Y entonces bueno , están entregando . Cierto . el bueno , de la del sur . mi sector seis . Que bueno , después del . Sí , sí . Antofagasta , No , no . Pues es que cuando que bueno , lado de Concepción yo estoy hablando . Santiago , no usted de dónde me está hablando ? De aquí , que de Santiago . Nosotros tenemos aquí cerca , en sin casi en el . Bueno , ya . Muchas gracias . Hasta luego .  
",34719-14-41-26.csv,envios
"Pregunta
 el gusto con . ayudar . , lo que pasa es que el día de hoy bueno , un pedido que había hecho la aplicación de y y llegó todo bien , pero uno lo estaba revisando ahora es una fruta . Llegaron , pero maduros , maduros de Le una foto , incluso había unos . Correcto . indíqueme el del pedido , por favor . A ver . , compras . Me sale número de pedido . , . , un uno y nueve , . Sesenta y nueve . Veinticinco . Cincuenta y cuatro , nueve cincuenta y cuatro nueve . línea , por favor . No . Sí , , , , sí .  
",34769-18-01-38.csv,ayuda
"Pregunta
 pagar  
",34808-14-57-48.csv,compra
"Pregunta
 con Daniel Lo que pasa es que recién se se hizo . O sea , hicimos un un un pedido ya de una compra , eh ? Y rumbo . Y resulta que que sistema una fecha de entrega que no es compatible con lo que yo voy a estar en mi casa como para recibirlo . Entonces no sé si fue un error del sistema o . No sé , pero no nos dejaron optar por una fecha . Simplemente la puso el sistema . ve ? Corta . Sí . Uno , siete , dos , nueve Sí , dos , cinco , nueve , ocho . Claro , Pero no , no era lo lo que nosotros esperamos . quería ver si puede ser para antes o . No , definitivamente para después , a partir del viernes y ya , ya , ya , osea entonces el pedido . Y con el con el cuento del pago de la de la tarjeta bancaria ? Porque se pagó con visa ? ya , ya te a ya , ya , porque ya de deber haber seleccionado mal el el la fecha , no ? Cierto , No , por la página entraron . pasa que un pedido que hizo Teresa para para ya yo creo que por la página , pero bueno , voy a preguntarle porque no voy a poder recibirlo . Los horarios ya no se puede colgar para después ni nada . ya , ya , Bueno , no lo mejor . no ya . La con dos . pedido . Ya , ya , ya . Cuál es ? Ya . Ya , Ya , ya . Pues , muchas gracias . día . Yo gracias . Hasta luego . Hasta luego .  
",34806-15-01-03.csv,envios
"Pregunta
 Hola . Buenas tardes . Sabes que hizo una compra que debió haber llegado el jueves ? Llamamos porque no la compra . Se suponía que iba a llegar hoy entre las nueve y las quince horas . Y hasta el momento no ha llegado y nadie se ha comunicado conmigo . Daniel Contreras . que es el de dieciséis . siete , siete , uno tres . Ya , ya , ya Ingresado . Tres reclamos . Me ? y no se comunicado conmigo tampoco . Cuántas veces tengo que un reclamo para que se a enviar el frío ? O sea , imagínate , Ni siquiera lo han preparado y ya me lo cobraron . No . .  
",34792-14-40-02.csv,envios
"Pregunta
 , mira , lo que pasa que yo llegue una compra vía internet de sesenta y tres mil y algo , pero resulta de que Y bueno , y se , lo pagaría con tarjeta de crédito y se sin . yo . Todo bien . Me los que corresponden , pero resulta hoy me vuelve a llegar a las doce cuarenta y ocho , que había hecho una compra con mi tarjeta por el mismo monto Y coincidentemente , ni un poquito menos , , menos . un mes . Voy diciendo que me facturando la compra me cobro de cobro , No dos . O sea , el que me hicieron ayer . Yo me otro porque de hecho lo . Tarjeta . Usted Pensé que me ocupando tarjeta la tuve que , dicen , . Y después me el mismo niño del banco , me dijo Pero esto el mismo monto que le cobran el . Y me dijo No será un cobro de porque a él no le aparecía la garantía . Me entiendes ? Entonces , cuando y me di cuenta que me había llegado a la misma hora un mail y decía el pedido tanto , tanto , tal , que . Muy bien . Cincuenta y tres . Cuarenta y ocho cero nueve . Jota Eme , ce Hache . Dios . Cero uno . . , ha sido facturado y ahí me hacen mismo . Cobro . Sesenta y tres mil dos noventa . Va decir la primera vez comprar yo un poco internet y casi . Sí . Aló ? Me ? , . Perdón , que se me y tres mil dos noventa . Correcto . en Pues niño , cuando lo y pues yo inmediatamente para bloquear la tarjeta . niño me dijo el mejor si le aparece el cobro que le hicieron ayer , que fue el día que hice la compra . Y ahora otro cobro el modelo O sea , tú me dices que si se generó un , dice un hoy . Esto debería de de de , Algo así . estoy mirando aquí en este momento me aparece el catorce de abril por ayer dice un sesenta y tres mil noventa . Después me aparece otro seguro por un peso Y hoy para agregar la tarjeta ya Y hoy , en vez de , y me sale por sesenta y tres mil dos noventa también . Yo lo estoy mirando aquí . Son un montón de todavía , porque obviamente lo ayer . , pero lo estoy entre mi banco y hay que aparecen . Es un , pregunta . Si no , bien . Mi pregunta es que aparece aquí por el problema , en vez de en el de me un Juan Santiago me parece se le Ya , Okay , es que como esto por eso yo no sabía Entonces eso quiere decir que no es necesario . Que ? Porque yo hice un como no tenía idea . Entonces fui al , lo tiene mi tarjeta a tener como una semana más y tengo que ir a dinero , hacer la denuncia . O sea , entonces es que no es necesario que yo ver . ya te vas ? Muchas muchas , muchas gracias . Ahora me llamas y ya te lo juro que en estos tiempo máximo encima que me pase esto ya me dando una vez la tarjeta la tarjeta , ya , porque ya me lo . Una me me tanto de aquí . Pero bueno , ya pasa . Muchas gracias . Me dijiste el día .  
",34792-14-53-15.csv,compra
"Pregunta
 Buenos días con Mena verdad . Una consulta . Tengo cargo en la tarjeta de crédito que no reconozco . Quisiera saber que si me puede dar un poquito más de información , que sería el día trece de abril . Estamos en cuarentena . Hice un pedido online y fueron dos . Me llegaron el día ocho . Tengo los números , las boletas , todo . Y ahora me aparece un cargo de cuarenta y cuatro mil . Ciento cuarenta y nueve pesos el día trece . , no tengo recuerdo . salido . El cinco dos , dos , raya acá , Cuarenta y cuatro mil . Ciento cuarenta y nueve . Pero esa compra , eh ? No se , eh ? Yo antes . Ese día empecé a comprar y no supe manejarme en la y compré tres veces . Yo un correo diciendo que había tenido un error y me dijeron que no me preocupara porque la promisión rumbo y lo lo lo lo termina o redondea una vez que haces la el pedido completo y ahí la cuenta . Tanto que en mi tarjeta me apareció tres veces esa cantidad . Cuarenta y cuatro mil . Ciento cuarenta y nueve . al banco . . Me dijeron que hablara con usted . Ya me dijeron que no me preocupara . De los de los tres pedidos , dos pedidos me llegaron uno por treinta mil cuatrocientos seis y el otro por treinta y dos mil seiscientos dos . no al día siguiente . No apareció ningún cargo mi tarjeta hasta el día ocho . me despacharon ? Los pedidos llegaron el mismo día , y no me más . Y ahora veo que tengo un cargo el día por cuarenta y cuatro mil . Ciento cuarenta y nueve que no se hizo . O sea que lo hice , pero que no no y no me ha llegado . no . Anularlo porque ya me llegó . Claro , porque yo el primero que espera . Y después me metí de nuevo y había fecha ocho dos lógicamente lo mal . Ocho . Pero no me manejar en la de borrarlo la prueba que lo hice dos veces y recibidos porque ya no voy a hacer más problemas . Era un monto , chico , Pero claro , este del tiene toda la razón . Usted pero ese pedido porque anularlo Porque el mismo que el mismo que recibí ya dos veces . ya . Gracias . bien . ya un momentito , Dígame , le tengo que decir . Los últimos cuatro números . ocho uno , cinco siete . Cinco , dos , dos , uno , ocho , uno uno . Perfecto . Un momentito , ya . Dígame . Treinta y seis . uno cero No . Muy amable , señorita . Muchas gracias . Igualmente . Hasta luego . Ya  
",34795-08-46-50.csv,compra
"Pregunta
 Buenas tardes . Mi nombre es y quería hacer la siguiente consulta . Mire , es segunda vez que yo . Ni un . ya , ya me escucha . , escucho ya la primera vez , cuando yo compré , compré con una tarjeta ya le puedo comprar tarjeta . , la segunda vez quería comprar con otra tarjeta , pero me como que está incluida la anterior y se cargó al tiro . No me nada . Y se cargó al tiro la tarjeta que yo había comprado la vez anterior . No . Entonces quiero saber cómo se hace . porque yo me metí a la página . Pero no , no tengo ningún lugar donde como cambiar el medio . Cómo se hace ? ya . Bueno , voy a hacer el intento . ? No , la la compra . bien . Lo que pasa que quería cambiar el medio de pago para la próxima vez . Entonces quería saber se hace eso . Perfecto . Ya . Millón de gracias .  
",34803-18-27-12.csv,compra
"Pregunta
 Mire , resulta que la consulta un pedido que yo hice en Santiago . Y para que cuando el equipo me entiendes , ya que . Diez millones , dos , veinticinco , trescientos uno y un seis . Aló ? Mire , le digo ? toda la . que yo soy lo que faltó . Fue un detergente frescura de dos unidades de tres que venía desde . Así que la señorita que trajo no , entiendo . día siguiente lo que y los recibió el día tres de marzo de abril . Y la noventa y Sí , aquí está la la hoja . dieciséis , diez setenta y tres , nueve uno . que quiero en línea . ya . Bueno , , sabes aquí como sí , Sí , . . lo digo despuntar . , el puntaje tiene Family , ya , señorita . Gracias . . ? ? ? los pedidos . Número de cuenta ? Para ? Es lo que la . Cuánto es ? con arriba que gracias , pero de ahí de la . de aquí igual . , veintiocho . Cuarenta y seis , tres nueve . le doy la dirección de la marca . El fijo . Veintiocho . Cuarenta y seis , tres , nueve de la dirección . exactamente . No ha sido entregado ? Mejor el dinero . Lo lo lo puede traerlo . pero , pero más o menos le podría llegar . . , . , por favor , el dinero Ya . Gracias . Ya . Tenemos ? No tienen a la ocho , ocho mil dos , noventa y nueve . , harto , entonces ? No , no . Pues no hay . Pero . , pensé que era para no . Bueno , . La fecha tiene . , de acuerdo . digo que le voy . Las . . por una , que ya en ? , tengo regalo . Aquí . Veinticuatro , diecinueve veintisiete . Cinco verdad , ella . Un placer . , . . . . Dice la , el valor . Veintisiete , . . En diez días . yo , , ya . Gracias .  
",34806-09-58-48.csv,envios
"Pregunta
 que me acuerdo . Contactar  
",34805-17-56-08.csv,envios
"Pregunta
 Hola . Buenos días , habla Marcela Sepúlveda . , tengo una pregunta y hizo un pedido por a ayer y se supone que me llegaría el jueves . Veintiuno . ingresar algunos productos . Entonces tengo una pregunta No sé si puedo ingresarlo , hacer un el carrito de compras a esta altura También el número de de que me dijiste ya ese que empieza con corta . Correcto . Ya ve de . Uno siete , cuatro . . Cuatro , cuatro , cero , once Jota Eme de mamá , de casa , Guión cero uno . Ya , ya , pero me me van a llamar , creo . La otra vez me llamaron cuando estaban haciendo la compra , . , le puedo pedir a la persona si me puede agregar algún producto , Y qué me recomienda que haga otra compra . Ya . Bueno , gracias . Gracias . Chao .  
",34796-10-30-07.csv,envios
"Pregunta
 Hola , María . , con . Ver , quería saber el de mi de mi pedido . dice el día veintidós de abril y llamo porque debía llegar mañana , pero el estatus que aparecen en la página es ingresado . el de Verónica . seis , seis , seis tiempo de mañana ? Porque aquí día veintiséis . Si le preguntaba más allá es aún todavía está . Listo envío y y no en camino . Obviamente es ver si hoy hasta mañana llegará el hacer el pedido esperando . Dice que de nueva a quince horas . ya . Perfecto , Ya no , no . Para que online Hasta luego .  
",34794-16-46-26.csv,envios
"Pregunta
 buenas tardes . Mi nombre . Araneda . que tengo un problemita . El día y diez de mayo realicé mi primera compra online . me una notificación que me iban a cobrar . Una vez que realizaron en te digo claro . Y el mismo día me facturaron . Y cuando me vinieron a dejar los productos y lo todo y me facturaron entonces No . Me facturaron dos meses . Una vez por el monto total yo por el monto de lo que realmente . es que a me los dos . , . Yo con la con una tarjeta . Se me revisa y me salen los monto . Tengo el número de pedido . No sé si lo chequear . El diecisiete cero , Quinientos . Veinticinco . Fue el día diez de mayo ? , por doscientos . Veintitrés mil . claro . Y el día doce . Y no me llegó todo , Me digo el monto de doscientos veintiséis mil cuatro , treinta y cuatro Y qué puedo hacer para solucionar este problema ? porque a la otra tarjeta me cierran el día veinte . Entonces yo tengo ? Se me remedo de seguro . Mire , o sea , yo cuando alguna compra va descontando el saldo total , Claro , ya entonces y se me quinientos mil pesos , de este mes cerrar el tema la vela y como le digo , ya tengo dos que me van a . ya me sugiere que a a la compañía donde . voy . Voy a llamar a a la otra empresa . qué . Oigan , ocho y tiene algún contacto para para hacer un reclamo algo y todo lo que he visto al Bueno , atención de vía telefónica , por ejemplo . Ahora tuve , creo que veinticinco minutos a la espera Pero usted decir lo que yo te Pero mi problema . Por eso le estoy diciendo , hay algún teléfono o no ? No , no . Un teléfono , porque algún correo para un reclamo . mandado correo . Me meto un Al yo invito actual , tampoco . Entonces no es grato para los clientes . , espero . espera ? Ya , pero aparte contacto , lo hay . Otro , otro correo de contacto . Ya es Sería . Voy . , vale ,  
",34769-17-34-19.csv,compra
